"Recipient WHO Region","Core capacity","Core capacity code","Total disbursed (nominal USD)","Year"
afro,"National Legislation, Policy, and Financing",P.1,3863045.4621394584,2007.0
euro,"National Legislation, Policy, and Financing",P.1,7030700.776575362,2007.0
searo,"National Legislation, Policy, and Financing",P.1,24842071.68797109,2007.0
amro,"National Legislation, Policy, and Financing",P.1,73833558.82374191,2007.0
afro,Medical Countermeasures and Personnel Deployment,R.4,25281181.09867177,2007.0
amro,National Laboratory System,D.1,25907.403749590278,2007.0
searo,National Laboratory System,D.1,257652.26058654953,2007.0
amro,Point of Entry (PoE),PoE,1260259.775687479,2008.0
wpro,Workforce Development,D.4,12422536.998134792,2008.0
euro,Radiation Emergencies,RE,12050.041793822547,2008.0
euro,Workforce Development,D.4,4762083.200068041,2008.0
searo,Zoonotic Disease,P.4,3835810.0,2008.0
amro,National Laboratory System,D.1,382300.8928394,2008.0
wpro,Reporting,D.3,45279784.95515189,2008.0
wpro,Antimicrobial Resistance (AMR),P.3,1507890.0,2008.0
afro,Linking Public Health and Security Authorities,R.3,513020.8288923613,2008.0
euro,Antimicrobial Resistance (AMR),P.3,2032836.66,2008.0
emro,Antimicrobial Resistance (AMR),P.3,3007424.62,2008.0
afro,Antimicrobial Resistance (AMR),P.3,4014438.3476308556,2008.0
euro,Preparedness,R.1,337868.35983700445,2008.0
afro,Reporting,D.3,307860933.8647113,2008.0
wpro,Point of Entry (PoE),PoE,943153.3500000001,2008.0
wpro,Zoonotic Disease,P.4,1923016.8553535193,2008.0
euro,Zoonotic Disease,P.4,4280877.444952454,2008.0
wpro,"National Legislation, Policy, and Financing",P.1,341186.1721944058,2008.0
,Antimicrobial Resistance (AMR),P.3,15954452.797101665,2008.0
amro,Immunization,P.7,34947682.68956424,2008.0
afro,National Laboratory System,D.1,33972158.05677921,2008.0
euro,Reporting,D.3,2863529.3382465756,2008.0
euro,National Laboratory System,D.1,5868124.278425816,2008.0
,Zoonotic Disease,P.4,9391970.427256512,2008.0
amro,Reporting,D.3,1983541.2471557362,2008.0
searo,Immunization,P.7,136026846.2462771,2008.0
afro,Zoonotic Disease,P.4,7463421.295706785,2008.0
wpro,National Laboratory System,D.1,4471130.269483744,2008.0
,Medical Countermeasures and Personnel Deployment,R.4,9872862.0,2008.0
emro,National Laboratory System,D.1,4418118.492667157,2008.0
afro,"National Legislation, Policy, and Financing",P.1,7290846.46770612,2008.0
euro,"National Legislation, Policy, and Financing",P.1,11017600.170716938,2008.0
searo,"National Legislation, Policy, and Financing",P.1,18533238.808381338,2008.0
amro,"National Legislation, Policy, and Financing",P.1,52559505.37367581,2008.0
searo,National Laboratory System,D.1,404258.6728364914,2008.0
,"National Legislation, Policy, and Financing",P.1,94424112.55865116,2008.0
wpro,Emergency Response Operations,R.2,849262.6110547875,2008.0
emro,Immunization,P.7,129939984.20282575,2008.0
,General IHR Implementation,General IHR,222339751.1111111,2008.0
amro,Real Time Surveillance,D.2,1628934.6710811693,2008.0
searo,Food Safety,P.5,109411.62039730525,2008.0
amro,Food Safety,P.5,115698.44429649247,2008.0
emro,Real Time Surveillance,D.2,2309727.5949398065,2008.0
wpro,Real Time Surveillance,D.2,2603172.1,2008.0
,Real Time Surveillance,D.2,3331881.551464395,2008.0
euro,Real Time Surveillance,D.2,4787253.509648197,2008.0
afro,Medical Countermeasures and Personnel Deployment,R.4,30911133.27046272,2008.0
wpro,Food Safety,P.5,310633.7771859698,2008.0
searo,Real Time Surveillance,D.2,10965425.969481414,2008.0
emro,Emergency Response Operations,R.2,924980.7590292883,2008.0
,Point of Entry (PoE),PoE,1883385.7950809363,2008.0
,Emergency Response Operations,R.2,2400905.525444,2008.0
amro,Emergency Response Operations,R.2,2517480.339697255,2008.0
,Immunization,P.7,105417848.40275256,2008.0
afro,Food Safety,P.5,2619211.505714775,2008.0
euro,Immunization,P.7,11659200.143163983,2008.0
wpro,Immunization,P.7,10110150.598272525,2008.0
amro,Zoonotic Disease,P.4,1458821.605297403,2008.0
searo,Reporting,D.3,160704724.94133183,2008.0
afro,Unspecified,Unspecified,2262219958.468438,2008.0
,Unspecified,Unspecified,801987750.5994773,2008.0
wpro,Preparedness,R.1,849262.6110547875,2008.0
amro,Preparedness,R.1,38960.0,2008.0
searo,Unspecified,Unspecified,441415522.57081884,2008.0
euro,Emergency Response Operations,R.2,20022852.581202723,2008.0
afro,Emergency Response Operations,R.2,38005085.7724199,2008.0
amro,Unspecified,Unspecified,270355293.9111391,2008.0
emro,Reporting,D.3,106423951.78964873,2008.0
wpro,Unspecified,Unspecified,259491629.44187018,2008.0
euro,Unspecified,Unspecified,232496994.64760143,2008.0
,Preparedness,R.1,5538035.170007711,2008.0
emro,Unspecified,Unspecified,169421970.69150355,2008.0
afro,Real Time Surveillance,D.2,55293536.14957491,2008.0
wpro,Biosafety and Biosecurity,P.6,157232.8098567301,2008.0
afro,Workforce Development,D.4,143900894.78870744,2008.0
euro,Point of Entry (PoE),PoE,3124556.071923952,2008.0
searo,Workforce Development,D.4,62792734.33365193,2008.0
,National Laboratory System,D.1,63214502.38529518,2008.0
searo,Point of Entry (PoE),PoE,8020861.08,2008.0
searo,Preparedness,R.1,1687971.3005920828,2008.0
emro,Workforce Development,D.4,40022391.49026194,2008.0
afro,Point of Entry (PoE),PoE,9259764.172130821,2008.0
,Reporting,D.3,66069751.53917402,2008.0
afro,Immunization,P.7,415785666.9196605,2008.0
,Workforce Development,D.4,28172537.08109755,2008.0
afro,Preparedness,R.1,2309767.1055167117,2008.0
amro,Workforce Development,D.4,27214609.510339033,2008.0
euro,Point of Entry (PoE),PoE,65178.14,2009.0
amro,Workforce Development,D.4,27388852.769322548,2009.0
wpro,Real Time Surveillance,D.2,5458493.862189031,2009.0
amro,Real Time Surveillance,D.2,7507836.324518023,2009.0
amro,Food Safety,P.5,173350.5042577356,2009.0
euro,Unspecified,Unspecified,228236109.69088575,2009.0
wpro,Zoonotic Disease,P.4,3141441.65954864,2009.0
wpro,Preparedness,R.1,260711.0,2009.0
emro,Emergency Response Operations,R.2,51280234.610054106,2009.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,7936481.0,2009.0
euro,Real Time Surveillance,D.2,11270508.21593363,2009.0
euro,Workforce Development,D.4,8575399.471949961,2009.0
wpro,Workforce Development,D.4,35490115.0637358,2009.0
emro,Real Time Surveillance,D.2,14423308.34327023,2009.0
wpro,Point of Entry (PoE),PoE,21940556.496474892,2009.0
afro,Immunization,P.7,501218784.42780375,2009.0
,Reporting,D.3,222783222.3250431,2009.0
,Emergency Response Operations,R.2,1711602.9708335842,2009.0
amro,Point of Entry (PoE),PoE,700268.3758747351,2009.0
emro,Reporting,D.3,43568434.83731052,2009.0
afro,Antimicrobial Resistance (AMR),P.3,621791.23,2009.0
searo,Food Safety,P.5,340692.8421474757,2009.0
afro,Point of Entry (PoE),PoE,27217259.942908384,2009.0
wpro,Immunization,P.7,20695131.495144766,2009.0
emro,Antimicrobial Resistance (AMR),P.3,2029743.0,2009.0
afro,Emergency Response Operations,R.2,82631786.41457167,2009.0
amro,Antimicrobial Resistance (AMR),P.3,2109465.0,2009.0
afro,Food Safety,P.5,5731371.35598996,2009.0
,Real Time Surveillance,D.2,25304273.07321713,2009.0
searo,Real Time Surveillance,D.2,26737028.527539536,2009.0
wpro,Antimicrobial Resistance (AMR),P.3,10040288,2009.0
amro,Preparedness,R.1,56102.16580488996,2009.0
euro,Antimicrobial Resistance (AMR),P.3,11247138.969999999,2009.0
euro,Reporting,D.3,7516881.881837044,2009.0
searo,National Laboratory System,D.1,5956564.225357795,2009.0
afro,Zoonotic Disease,P.4,70139377.09876515,2009.0
wpro,Biosafety and Biosecurity,P.6,115982.940698619,2009.0
afro,Real Time Surveillance,D.2,52195188.465524405,2009.0
amro,Reporting,D.3,4227440.858734799,2009.0
emro,Zoonotic Disease,P.4,28670596.161633395,2009.0
afro,Workforce Development,D.4,773151716.0503454,2009.0
amro,Zoonotic Disease,P.4,1966816.6495476202,2009.0
emro,Linking Public Health and Security Authorities,R.3,230769.23076923078,2009.0
afro,Preparedness,R.1,11419412.52514198,2009.0
wpro,National Laboratory System,D.1,11266079.16,2009.0
,Workforce Development,D.4,53196867.06069867,2009.0
searo,Zoonotic Disease,P.4,15226123.026480563,2009.0
wpro,"National Legislation, Policy, and Financing",P.1,717668.2406571511,2009.0
euro,Immunization,P.7,9694833.549999999,2009.0
emro,National Laboratory System,D.1,19123068.44731387,2009.0
euro,National Laboratory System,D.1,6304315.357213115,2009.0
,Zoonotic Disease,P.4,11454436.118868575,2009.0
,Antimicrobial Resistance (AMR),P.3,28426916.415424123,2009.0
afro,Reporting,D.3,504146449.13159525,2009.0
amro,Emergency Response Operations,R.2,5135775.859650411,2009.0
afro,Unspecified,Unspecified,3061122483.4810038,2009.0
,Point of Entry (PoE),PoE,7356417.178215934,2009.0
searo,Point of Entry (PoE),PoE,3233356.1189245796,2009.0
,Immunization,P.7,83278713.39689018,2009.0
euro,Zoonotic Disease,P.4,7057199.089076217,2009.0
emro,Biosafety and Biosecurity,P.6,230769.23076923078,2009.0
,National Laboratory System,D.1,86544776.18634513,2009.0
,Unspecified,Unspecified,683364076.8331925,2009.0
wpro,Emergency Response Operations,R.2,260711.0,2009.0
,Preparedness,R.1,2973702.462298815,2009.0
afro,Medical Countermeasures and Personnel Deployment,R.4,24799648.47283743,2009.0
searo,Unspecified,Unspecified,514422675.54382515,2009.0
afro,National Laboratory System,D.1,217021214.66003013,2009.0
euro,"National Legislation, Policy, and Financing",P.1,19620593.460588057,2009.0
searo,Reporting,D.3,247453423.27920234,2009.0
searo,Emergency Response Operations,R.2,649631.0174389738,2009.0
amro,National Laboratory System,D.1,216609.15536510132,2009.0
searo,"National Legislation, Policy, and Financing",P.1,29809345.859191164,2009.0
searo,Workforce Development,D.4,92072843.40196018,2009.0
afro,"National Legislation, Policy, and Financing",P.1,62740983.77449122,2009.0
euro,Preparedness,R.1,1025151.16580489,2009.0
euro,Emergency Response Operations,R.2,20979947.199324317,2009.0
amro,"National Legislation, Policy, and Financing",P.1,95315839.57729067,2009.0
searo,Preparedness,R.1,5473982.426273055,2009.0
searo,Immunization,P.7,71493412.66908662,2009.0
emro,Immunization,P.7,124209241.42928426,2009.0
,General IHR Implementation,General IHR,210721422.2222222,2009.0
amro,Unspecified,Unspecified,345286599.64019406,2009.0
emro,Food Safety,P.5,3052.7013754836526,2009.0
amro,Immunization,P.7,21903934.234307535,2009.0
emro,Unspecified,Unspecified,310461519.69247264,2009.0
wpro,Unspecified,Unspecified,304014084.3709937,2009.0
wpro,Reporting,D.3,74038065.58072382,2009.0
emro,Workforce Development,D.4,90523382.41326661,2009.0
,"National Legislation, Policy, and Financing",P.1,137895226.5774444,2009.0
wpro,Food Safety,P.5,168312.95538287025,2009.0
emro,Preparedness,R.1,164347.6604570445,2009.0
emro,"National Legislation, Policy, and Financing",P.1,152339290.3429525,2009.0
afro,Emergency Response Operations,R.2,90465384.51134506,2010.0
amro,Real Time Surveillance,D.2,148229876.23561683,2010.0
afro,Real Time Surveillance,D.2,186732619.4820903,2010.0
amro,Food Safety,P.5,670946.9765184972,2010.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,3347167.615883773,2010.0
amro,Radiation Emergencies,RE,142746.99791793805,2010.0
,Radiation Emergencies,RE,154217.73882205808,2010.0
euro,Radiation Emergencies,RE,154855.00220562032,2010.0
afro,Radiation Emergencies,RE,185443.64461660708,2010.0
searo,Food Safety,P.5,1184836.7326307592,2010.0
afro,Immunization,P.7,403087690.89015293,2010.0
wpro,Food Safety,P.5,1768222.9865806527,2010.0
,Food Safety,P.5,3530516.6968700076,2010.0
euro,Preparedness,R.1,950430.4569680311,2010.0
amro,Preparedness,R.1,972743.3103979063,2010.0
afro,Reporting,D.3,690285254.4327883,2010.0
,Preparedness,R.1,2141720.839588388,2010.0
afro,Medical Countermeasures and Personnel Deployment,R.4,22746463.94268593,2010.0
,Reporting,D.3,309712758.4086263,2010.0
searo,Immunization,P.7,202368798.47652683,2010.0
emro,Immunization,P.7,198157713.6545164,2010.0
,Immunization,P.7,97418930.91927756,2010.0
searo,Reporting,D.3,222393878.43488955,2010.0
afro,National Laboratory System,D.1,180518648.78946656,2010.0
wpro,Preparedness,R.1,3396821.9695763364,2010.0
,National Laboratory System,D.1,112398482.59332292,2010.0
afro,Preparedness,R.1,12864292.403834904,2010.0
searo,Preparedness,R.1,13853609.431191942,2010.0
euro,Zoonotic Disease,P.4,5713054.561778704,2010.0
emro,Point of Entry (PoE),PoE,94176.14576410549,2010.0
emro,Zoonotic Disease,P.4,410400.64306960476,2010.0
amro,Point of Entry (PoE),PoE,220996.0354002799,2010.0
amro,Immunization,P.7,49888307.73104898,2010.0
searo,Point of Entry (PoE),PoE,551404.8993870096,2010.0
afro,Food Safety,P.5,13346532.518754005,2010.0
wpro,Reporting,D.3,50966745.69289673,2010.0
searo,Medical Countermeasures and Personnel Deployment,R.4,168324.75,2010.0
emro,Reporting,D.3,35626066.68169703,2010.0
euro,Reporting,D.3,21327932.42828475,2010.0
amro,Reporting,D.3,5934190.512482213,2010.0
wpro,Immunization,P.7,35393819.62654213,2010.0
amro,National Laboratory System,D.1,13735705.368143281,2010.0
searo,Emergency Response Operations,R.2,565990.3637899593,2010.0
euro,Immunization,P.7,23344426.656770565,2010.0
euro,National Laboratory System,D.1,13115579.950575678,2010.0
,Emergency Response Operations,R.2,1209099.2334914193,2010.0
searo,Risk Communication,R.5,7006943.0,2010.0
wpro,Emergency Response Operations,R.2,3188512.3556563016,2010.0
amro,Emergency Response Operations,R.2,3929683.8570934143,2010.0
afro,Unspecified,Unspecified,2290836371.607914,2010.0
euro,Emergency Response Operations,R.2,7692954.823507082,2010.0
,Unspecified,Unspecified,796985705.6937798,2010.0
searo,Unspecified,Unspecified,621362758.4683734,2010.0
emro,Emergency Response Operations,R.2,16507859.113516405,2010.0
amro,Unspecified,Unspecified,354359347.6176846,2010.0
wpro,Unspecified,Unspecified,352260795.9853765,2010.0
emro,Unspecified,Unspecified,262135129.3009116,2010.0
euro,Unspecified,Unspecified,224538093.33867848,2010.0
wpro,Biosafety and Biosecurity,P.6,99581.44733553634,2010.0
afro,Workforce Development,D.4,390376199.9718959,2010.0
emro,National Laboratory System,D.1,9716658.848037237,2010.0
emro,Biosafety and Biosecurity,P.6,230769.23076923078,2010.0
wpro,Point of Entry (PoE),PoE,3936059.5570791173,2010.0
wpro,National Laboratory System,D.1,9192368.327372337,2010.0
euro,Point of Entry (PoE),PoE,5710307.584392829,2010.0
,Workforce Development,D.4,75997837.19799092,2010.0
searo,National Laboratory System,D.1,6443119.080666023,2010.0
wpro,Workforce Development,D.4,56727334.14590133,2010.0
searo,Workforce Development,D.4,46092640.858394645,2010.0
amro,Workforce Development,D.4,41842422.40081618,2010.0
,Point of Entry (PoE),PoE,9309767.669588612,2010.0
emro,Workforce Development,D.4,28233151.823111467,2010.0
afro,Point of Entry (PoE),PoE,15279651.378384653,2010.0
euro,Workforce Development,D.4,23595242.964727346,2010.0
searo,Linking Public Health and Security Authorities,R.3,1150288.0,2010.0
amro,Biosafety and Biosecurity,P.6,4582402.22,2010.0
amro,Linking Public Health and Security Authorities,R.3,847369.0,2010.0
amro,Medical Countermeasures and Personnel Deployment,R.4,1051816.0,2010.0
afro,Linking Public Health and Security Authorities,R.3,812969.359631049,2010.0
wpro,Antimicrobial Resistance (AMR),P.3,5742508.236358057,2010.0
amro,Antimicrobial Resistance (AMR),P.3,10440637.59,2010.0
amro,Zoonotic Disease,P.4,137335577.55851877,2010.0
afro,Zoonotic Disease,P.4,39706203.526048295,2010.0
searo,Antimicrobial Resistance (AMR),P.3,13728981,2010.0
emro,Antimicrobial Resistance (AMR),P.3,14545098.129999999,2010.0
emro,Linking Public Health and Security Authorities,R.3,230769.23076923078,2010.0
searo,Zoonotic Disease,P.4,17370515.91330547,2010.0
emro,"National Legislation, Policy, and Financing",P.1,732337.0408295116,2010.0
afro,Antimicrobial Resistance (AMR),P.3,22911077.028836533,2010.0
,Zoonotic Disease,P.4,11815302.514953122,2010.0
wpro,Zoonotic Disease,P.4,11013823.960366584,2010.0
euro,Antimicrobial Resistance (AMR),P.3,31593162.78,2010.0
wpro,"National Legislation, Policy, and Financing",P.1,2075988.804800728,2010.0
,Antimicrobial Resistance (AMR),P.3,33792262.01663686,2010.0
emro,Medical Countermeasures and Personnel Deployment,R.4,0.0,2010.0
searo,"National Legislation, Policy, and Financing",P.1,19836527.29790047,2010.0
euro,"National Legislation, Policy, and Financing",P.1,22507072.420656394,2010.0
amro,"National Legislation, Policy, and Financing",P.1,130755968.67276926,2010.0
afro,"National Legislation, Policy, and Financing",P.1,135455669.89064935,2010.0
,General IHR Implementation,General IHR,200242647.00444445,2010.0
euro,Food Safety,P.5,56589.2811178482,2010.0
euro,Real Time Surveillance,D.2,11425595.523416784,2010.0
emro,Real Time Surveillance,D.2,15820807.578532532,2010.0
,"National Legislation, Policy, and Financing",P.1,198891684.62943476,2010.0
wpro,Real Time Surveillance,D.2,21581088.900064256,2010.0
,Real Time Surveillance,D.2,22299416.574802104,2010.0
emro,Food Safety,P.5,559244.4863846609,2010.0
,Medical Countermeasures and Personnel Deployment,R.4,27592.315458103312,2010.0
searo,Real Time Surveillance,D.2,40660878.512946166,2010.0
,National Laboratory System,D.1,94641828.42486599,2011.0
euro,Antimicrobial Resistance (AMR),P.3,41256903.51,2011.0
searo,Antimicrobial Resistance (AMR),P.3,39994975.249345325,2011.0
afro,Antimicrobial Resistance (AMR),P.3,18428999.070686027,2011.0
,Antimicrobial Resistance (AMR),P.3,16558447.970019095,2011.0
amro,Antimicrobial Resistance (AMR),P.3,12350898.879999999,2011.0
wpro,Antimicrobial Resistance (AMR),P.3,9003164.295822598,2011.0
emro,Antimicrobial Resistance (AMR),P.3,4967073.59,2011.0
amro,Biosafety and Biosecurity,P.6,1770241.0099999998,2011.0
emro,Biosafety and Biosecurity,P.6,230769.23076923078,2011.0
searo,Biosafety and Biosecurity,P.6,11910.632381810852,2011.0
afro,Chemical Events,CE,692799.896156414,2011.0
amro,Emergency Response Operations,R.2,55720640.18429211,2011.0
afro,Emergency Response Operations,R.2,53171272.38776211,2011.0
euro,Emergency Response Operations,R.2,26081935.86541827,2011.0
emro,Emergency Response Operations,R.2,13217013.989034772,2011.0
wpro,Emergency Response Operations,R.2,2569156.2254925887,2011.0
,Emergency Response Operations,R.2,1784663.71830614,2011.0
searo,Emergency Response Operations,R.2,809713.9738639375,2011.0
afro,Food Safety,P.5,33643803.53125294,2011.0
amro,Food Safety,P.5,12091117.47958291,2011.0
wpro,Food Safety,P.5,4692166.190208617,2011.0
,Food Safety,P.5,4606472.780798518,2011.0
emro,Food Safety,P.5,4473567.921247828,2011.0
searo,Food Safety,P.5,3253210.0784868896,2011.0
euro,Food Safety,P.5,38475.60908382429,2011.0
,General IHR Implementation,General IHR,210238620.86222222,2011.0
afro,Immunization,P.7,670636448.6338284,2011.0
,Immunization,P.7,193666404.7094921,2011.0
searo,Immunization,P.7,180983242.31810728,2011.0
emro,Immunization,P.7,139347882.45526573,2011.0
amro,Immunization,P.7,34551442.58226896,2011.0
wpro,Immunization,P.7,34014524.621675216,2011.0
euro,Immunization,P.7,22082252.443184547,2011.0
amro,Linking Public Health and Security Authorities,R.3,3212769.0,2011.0
afro,Linking Public Health and Security Authorities,R.3,1669535.1842896645,2011.0
searo,Linking Public Health and Security Authorities,R.3,979372.0,2011.0
emro,Linking Public Health and Security Authorities,R.3,230769.23076923078,2011.0
afro,Medical Countermeasures and Personnel Deployment,R.4,18449177.859095085,2011.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,4123085.23,2011.0
amro,Medical Countermeasures and Personnel Deployment,R.4,890500.0,2011.0
emro,Medical Countermeasures and Personnel Deployment,R.4,249756.14117378896,2011.0
,Medical Countermeasures and Personnel Deployment,R.4,146356.94878648326,2011.0
afro,National Laboratory System,D.1,188894939.8290984,2011.0
amro,National Laboratory System,D.1,56923065.82583893,2011.0
euro,National Laboratory System,D.1,26874828.687733356,2011.0
searo,National Laboratory System,D.1,22628823.16047204,2011.0
wpro,National Laboratory System,D.1,14555960.545712413,2011.0
emro,National Laboratory System,D.1,884693.5193039777,2011.0
afro,"National Legislation, Policy, and Financing",P.1,244979285.92731985,2011.0
amro,"National Legislation, Policy, and Financing",P.1,160416250.6303967,2011.0
,"National Legislation, Policy, and Financing",P.1,148136605.05242115,2011.0
euro,"National Legislation, Policy, and Financing",P.1,41249096.571067005,2011.0
searo,"National Legislation, Policy, and Financing",P.1,31717343.59757611,2011.0
wpro,"National Legislation, Policy, and Financing",P.1,3010509.1883812044,2011.0
emro,"National Legislation, Policy, and Financing",P.1,658111.576687745,2011.0
afro,Point of Entry (PoE),PoE,51539446.69608296,2011.0
,Point of Entry (PoE),PoE,10443988.160763808,2011.0
wpro,Point of Entry (PoE),PoE,9775531.25562623,2011.0
euro,Point of Entry (PoE),PoE,5458996.5,2011.0
searo,Point of Entry (PoE),PoE,1076560.888487627,2011.0
amro,Point of Entry (PoE),PoE,1029052.1045178354,2011.0
emro,Point of Entry (PoE),PoE,112778.31586165768,2011.0
searo,Preparedness,R.1,17013564.468955204,2011.0
,Preparedness,R.1,14334148.268705456,2011.0
afro,Preparedness,R.1,5433499.98154935,2011.0
emro,Preparedness,R.1,4041272.8053748333,2011.0
wpro,Preparedness,R.1,2441523.06,2011.0
amro,Preparedness,R.1,1197636.82963417,2011.0
euro,Preparedness,R.1,357626.78556902346,2011.0
afro,Radiation Emergencies,RE,2252414.5083437143,2011.0
amro,Radiation Emergencies,RE,122890.68171999471,2011.0
,Radiation Emergencies,RE,117819.94027577265,2011.0
euro,Radiation Emergencies,RE,109813.78133346168,2011.0
afro,Real Time Surveillance,D.2,236628209.3531322,2011.0
searo,Real Time Surveillance,D.2,91648359.72583665,2011.0
amro,Real Time Surveillance,D.2,86028377.99795201,2011.0
euro,Real Time Surveillance,D.2,34905413.503386855,2011.0
,Real Time Surveillance,D.2,26968314.359134,2011.0
wpro,Real Time Surveillance,D.2,26038567.567535874,2011.0
emro,Real Time Surveillance,D.2,8016528.193787225,2011.0
afro,Reporting,D.3,653335537.284424,2011.0
,Reporting,D.3,407546530.7193603,2011.0
searo,Reporting,D.3,219955973.72725943,2011.0
amro,Reporting,D.3,58335275.80943253,2011.0
euro,Reporting,D.3,40838523.626146495,2011.0
emro,Reporting,D.3,32392145.536177848,2011.0
wpro,Reporting,D.3,19065310.294993587,2011.0
searo,Risk Communication,R.5,20789574.17250779,2011.0
afro,Risk Communication,R.5,3177354.5863134526,2011.0
emro,Risk Communication,R.5,365333.33435731666,2011.0
afro,Unspecified,Unspecified,2245492320.2421093,2011.0
,Unspecified,Unspecified,908641677.3999845,2011.0
searo,Unspecified,Unspecified,699535895.7242632,2011.0
amro,Unspecified,Unspecified,523603966.432618,2011.0
wpro,Unspecified,Unspecified,335307014.78394514,2011.0
emro,Unspecified,Unspecified,248199343.19351065,2011.0
euro,Unspecified,Unspecified,230922096.71736923,2011.0
afro,Workforce Development,D.4,526109431.3741628,2011.0
,Workforce Development,D.4,121994721.70279303,2011.0
searo,Workforce Development,D.4,110303428.14403121,2011.0
amro,Workforce Development,D.4,92139127.54028693,2011.0
wpro,Workforce Development,D.4,64906739.75634744,2011.0
emro,Workforce Development,D.4,30741015.280163076,2011.0
euro,Workforce Development,D.4,29524021.186612047,2011.0
afro,Zoonotic Disease,P.4,34924841.41319151,2011.0
,Zoonotic Disease,P.4,18490261.580573972,2011.0
wpro,Zoonotic Disease,P.4,14879850.091202209,2011.0
searo,Zoonotic Disease,P.4,13158530.102951925,2011.0
euro,Zoonotic Disease,P.4,8633902.227977391,2011.0
amro,Zoonotic Disease,P.4,6852233.140790119,2011.0
emro,Zoonotic Disease,P.4,278509.75969249365,2011.0
afro,National Laboratory System,D.1,260292969.66958675,2012.0
,Workforce Development,D.4,230616753.93133163,2012.0
euro,Medical Countermeasures and Personnel Deployment,R.4,2673666.52,2012.0
searo,Real Time Surveillance,D.2,59536292.3645012,2012.0
amro,Reporting,D.3,38197394.214071855,2012.0
wpro,Reporting,D.3,37813361.087009326,2012.0
emro,Preparedness,R.1,2326130.9451457364,2012.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,3394003.4562679,2012.0
amro,Point of Entry (PoE),PoE,2559353.436402191,2012.0
emro,Medical Countermeasures and Personnel Deployment,R.4,134607.30496006625,2012.0
afro,Workforce Development,D.4,839084693.7234241,2012.0
afro,Food Safety,P.5,82102518.42279881,2012.0
amro,Real Time Surveillance,D.2,57366661.08619489,2012.0
afro,Point of Entry (PoE),PoE,47135485.560250975,2012.0
wpro,Biosafety and Biosecurity,P.6,99377.25249793008,2012.0
afro,Risk Communication,R.5,22940795.499795422,2012.0
searo,Risk Communication,R.5,12324268.303896165,2012.0
afro,Antimicrobial Resistance (AMR),P.3,31560693.099992715,2012.0
wpro,Emergency Response Operations,R.2,2824043.5936228368,2012.0
,Risk Communication,R.5,3746960.772692409,2012.0
emro,Real Time Surveillance,D.2,42232458.359259635,2012.0
emro,Risk Communication,R.5,307013.1519638544,2012.0
afro,Preparedness,R.1,45076986.6958451,2012.0
euro,"National Legislation, Policy, and Financing",P.1,43834436.3709635,2012.0
afro,Emergency Response Operations,R.2,206421848.8147358,2012.0
searo,National Laboratory System,D.1,15234455.920081088,2012.0
euro,Risk Communication,R.5,90922.87185328468,2012.0
,Antimicrobial Resistance (AMR),P.3,32551166.12319263,2012.0
euro,National Laboratory System,D.1,37074003.16567,2012.0
emro,Linking Public Health and Security Authorities,R.3,311155.8507692308,2012.0
wpro,Real Time Surveillance,D.2,33739826.40242894,2012.0
,Medical Countermeasures and Personnel Deployment,R.4,1974365.2684747512,2012.0
amro,Risk Communication,R.5,78799.82227284672,2012.0
afro,Unspecified,Unspecified,4579658892.471113,2012.0
amro,Emergency Response Operations,R.2,46189824.93414965,2012.0
emro,Point of Entry (PoE),PoE,509034.62536020175,2012.0
euro,Real Time Surveillance,D.2,31671280.28086369,2012.0
euro,Unspecified,Unspecified,300016409.32659584,2012.0
,Emergency Response Operations,R.2,5751784.476944559,2012.0
emro,Zoonotic Disease,P.4,15288452.74401074,2012.0
wpro,Linking Public Health and Security Authorities,R.3,140779.25249793008,2012.0
emro,Emergency Response Operations,R.2,28825536.258723117,2012.0
,Unspecified,Unspecified,1455557581.9809453,2012.0
euro,Point of Entry (PoE),PoE,3366711.3085648017,2012.0
searo,Unspecified,Unspecified,878753060.5097747,2012.0
euro,Emergency Response Operations,R.2,19727238.50655847,2012.0
amro,National Laboratory System,D.1,22734525.28972515,2012.0
searo,"National Legislation, Policy, and Financing",P.1,14285774.964421201,2012.0
wpro,Unspecified,Unspecified,520500971.56044513,2012.0
emro,"National Legislation, Policy, and Financing",P.1,11494881.930442907,2012.0
euro,Linking Public Health and Security Authorities,R.3,11117.919920516255,2012.0
emro,Unspecified,Unspecified,560572326.6617771,2012.0
euro,Antimicrobial Resistance (AMR),P.3,36286786.06,2012.0
amro,Zoonotic Disease,P.4,17386137.512885235,2012.0
amro,Unspecified,Unspecified,649908429.7250196,2012.0
wpro,"National Legislation, Policy, and Financing",P.1,5910119.376337906,2012.0
searo,Emergency Response Operations,R.2,14169595.385978134,2012.0
,General IHR Implementation,General IHR,194215241.8488889,2012.0
searo,Zoonotic Disease,P.4,19994576.949575365,2012.0
afro,Real Time Surveillance,D.2,459018898.6787867,2012.0
,Immunization,P.7,445062334.09321916,2012.0
,Zoonotic Disease,P.4,36225812.19689311,2012.0
amro,Medical Countermeasures and Personnel Deployment,R.4,1191170.1363858809,2012.0
amro,Antimicrobial Resistance (AMR),P.3,12889520.170000002,2012.0
