"Core capacity","Core capacity code","Year","Amount disbursed for year for capacity (nominal USD)","Total disbursed post-2013 for capacity (nominal USD)","Percentage of total distributed to this capacity in year"
Reporting,D.3,2001.0,8995.5892594599,29787093524.138954,0.00
Reporting,D.3,2002.0,47419499.0496997,29787093524.138954,0.16
Reporting,D.3,2003.0,51651438.91179732,29787093524.138954,0.17
Reporting,D.3,2004.0,116406845.00350998,29787093524.138954,0.39
Reporting,D.3,2005.0,223147009.28206733,29787093524.138954,0.75
Reporting,D.3,2006.0,414076765.93232274,29787093524.138954,1.39
Reporting,D.3,2007.0,715176324.2529299,29787093524.138954,2.40
Reporting,D.3,2008.0,695613395.1159987,29787093524.138954,2.34
Reporting,D.3,2009.0,1111364841.9484496,29787093524.138954,3.73
Reporting,D.3,2010.0,1340115111.4615893,29787093524.138954,4.50
Reporting,D.3,2011.0,1432404012.338883,29787093524.138954,4.81
Reporting,D.3,2012.0,1936630514.1879866,29787093524.138954,6.50
Reporting,D.3,2013.0,2672468145.7861567,29787093524.138954,8.97
Reporting,D.3,2014.0,2075628765.5555477,29787093524.138954,6.97
Reporting,D.3,2015.0,1807215959.9096735,29787093524.138954,6.07
Reporting,D.3,2016.0,1952901996.0200415,29787093524.138954,6.56
Reporting,D.3,2017.0,2387234564.4551716,29787093524.138954,8.01
Reporting,D.3,2018.0,2240448152.2109776,29787093524.138954,7.52
Reporting,D.3,2019.0,2793774721.3788424,29787093524.138954,9.38
Reporting,D.3,2020.0,2721402339.5978756,29787093524.138954,9.14
Reporting,D.3,2021.0,2443819483.979751,29787093524.138954,8.20
Reporting,D.3,2022.0,608109159.6472285,29787093524.138954,2.04
Risk Communication,R.5,2010.0,7006943.0,2631299582.6327176,0.27
Risk Communication,R.5,2011.0,24697595.427535873,2631299582.6327176,0.94
Risk Communication,R.5,2012.0,58478839.064437844,2631299582.6327176,2.22
Risk Communication,R.5,2013.0,292925942.24050146,2631299582.6327176,11.13
Risk Communication,R.5,2014.0,235023026.50865778,2631299582.6327176,8.93
Risk Communication,R.5,2015.0,210739885.7558914,2631299582.6327176,8.01
Risk Communication,R.5,2016.0,228023718.48458475,2631299582.6327176,8.67
Risk Communication,R.5,2017.0,275157440.6844362,2631299582.6327176,10.46
Risk Communication,R.5,2018.0,283820821.3282844,2631299582.6327176,10.79
Risk Communication,R.5,2019.0,286974750.87174696,2631299582.6327176,10.91
Risk Communication,R.5,2020.0,297934057.9150676,2631299582.6327176,11.32
Risk Communication,R.5,2021.0,338432624.5238098,2631299582.6327176,12.86
Risk Communication,R.5,2022.0,92083936.82776342,2631299582.6327176,3.50
Unspecified,Unspecified,1900.0,41549.54465269803,298425858204.3515,0.00
Unspecified,Unspecified,1970.0,88683488.40579711,298425858204.3515,0.03
Unspecified,Unspecified,1985.0,577980.1912568306,298425858204.3515,0.00
Unspecified,Unspecified,1987.0,197217.40437158474,298425858204.3515,0.00
Unspecified,Unspecified,1995.0,566035.2798285873,298425858204.3515,0.00
Unspecified,Unspecified,1996.0,617943.3328249694,298425858204.3515,0.00
Unspecified,Unspecified,1997.0,188337.742753995,298425858204.3515,0.00
Unspecified,Unspecified,1998.0,60420321.741130374,298425858204.3515,0.02
Unspecified,Unspecified,1999.0,53792503.83309181,298425858204.3515,0.02
Unspecified,Unspecified,2000.0,70712993.47977814,298425858204.3515,0.02
Unspecified,Unspecified,2001.0,60899747.938319154,298425858204.3515,0.02
Unspecified,Unspecified,2002.0,93400055.16998188,298425858204.3515,0.03
Unspecified,Unspecified,2003.0,404260465.6909938,298425858204.3515,0.14
Unspecified,Unspecified,2004.0,950985123.7891377,298425858204.3515,0.32
Unspecified,Unspecified,2005.0,1577254428.1742055,298425858204.3515,0.53
Unspecified,Unspecified,2006.0,2097184750.9396331,298425858204.3515,0.70
Unspecified,Unspecified,2007.0,3277063307.391941,298425858204.3515,1.10
Unspecified,Unspecified,2008.0,5866621515.65479,298425858204.3515,1.97
Unspecified,Unspecified,2009.0,6542486978.202821,298425858204.3515,2.19
Unspecified,Unspecified,2010.0,5847401421.816017,298425858204.3515,1.96
Unspecified,Unspecified,2011.0,6668332442.842516,298425858204.3515,2.23
Unspecified,Unspecified,2012.0,11706415657.564667,298425858204.3515,3.92
Unspecified,Unspecified,2013.0,17300819119.181854,298425858204.3515,5.80
Unspecified,Unspecified,2014.0,18907861020.66215,298425858204.3515,6.34
Unspecified,Unspecified,2015.0,18178952945.926014,298425858204.3515,6.09
Unspecified,Unspecified,2016.0,17907522590.724262,298425858204.3515,6.00
Unspecified,Unspecified,2017.0,17585566226.79281,298425858204.3515,5.89
Unspecified,Unspecified,2018.0,17528918580.535416,298425858204.3515,5.87
Unspecified,Unspecified,2019.0,19582701023.095497,298425858204.3515,6.56
Unspecified,Unspecified,2020.0,51442417574.44101,298425858204.3515,17.24
Unspecified,Unspecified,2021.0,63038471606.77711,298425858204.3515,21.12
Unspecified,Unspecified,2022.0,11573547690.746403,298425858204.3515,3.88
Unspecified,Unspecified,2023.0,1075559.3385,298425858204.3515,0.00
Unspecified,Unspecified,2024.0,6966666.666666667,298425858204.3515,0.00
Unspecified,Unspecified,2025.0,2933333.3333333335,298425858204.3515,0.00
Workforce Development,D.4,1998.0,2272787.980178571,34542638570.04994,0.01
Workforce Development,D.4,1999.0,1708490.4430873657,34542638570.04994,0.00
Workforce Development,D.4,2000.0,1979431.8504661925,34542638570.04994,0.01
Workforce Development,D.4,2001.0,4566879.054955716,34542638570.04994,0.01
Workforce Development,D.4,2002.0,8572756.73533545,34542638570.04994,0.02
Workforce Development,D.4,2003.0,19286682.606879044,34542638570.04994,0.06
Workforce Development,D.4,2004.0,31835578.5777264,34542638570.04994,0.09
Workforce Development,D.4,2005.0,102214501.12824738,34542638570.04994,0.30
Workforce Development,D.4,2006.0,98997016.59650245,34542638570.04994,0.29
Workforce Development,D.4,2007.0,288204021.6916573,34542638570.04994,0.83
Workforce Development,D.4,2008.0,346168856.8500356,34542638570.04994,1.00
Workforce Development,D.4,2009.0,1123324627.1791291,34542638570.04994,3.25
Workforce Development,D.4,2010.0,725632266.9270734,34542638570.04994,2.10
Workforce Development,D.4,2011.0,1090560491.6242895,34542638570.04994,3.16
Workforce Development,D.4,2012.0,1764600879.7364907,34542638570.04994,5.11
Workforce Development,D.4,2013.0,3712774521.8916726,34542638570.04994,10.75
Workforce Development,D.4,2014.0,3760766240.9334526,34542638570.04994,10.89
Workforce Development,D.4,2015.0,3118129583.5798984,34542638570.04994,9.03
Workforce Development,D.4,2016.0,3022796653.107575,34542638570.04994,8.75
Workforce Development,D.4,2017.0,2525592408.319422,34542638570.04994,7.31
Workforce Development,D.4,2018.0,2576493216.532502,34542638570.04994,7.46
Workforce Development,D.4,2019.0,3506145162.952515,34542638570.04994,10.15
Workforce Development,D.4,2020.0,3334145223.5043125,34542638570.04994,9.65
Workforce Development,D.4,2021.0,2972009963.0584836,34542638570.04994,8.60
Workforce Development,D.4,2022.0,398386413.58615655,34542638570.04994,1.15
Workforce Development,D.4,2023.0,5282913.6018948,34542638570.04994,0.02
Workforce Development,D.4,2024.0,191000.0,34542638570.04994,0.00
Zoonotic Disease,P.4,1992.0,0.0,8295681409.336737,0.00
Zoonotic Disease,P.4,1993.0,20000000,8295681409.336737,0.24
Zoonotic Disease,P.4,1995.0,361380.13450015185,8295681409.336737,0.00
Zoonotic Disease,P.4,1996.0,375297.0343259991,8295681409.336737,0.00
Zoonotic Disease,P.4,1997.0,124699.83117643316,8295681409.336737,0.00
Zoonotic Disease,P.4,1998.0,373923.19625065,8295681409.336737,0.00
Zoonotic Disease,P.4,1999.0,264996.02748943516,8295681409.336737,0.00
Zoonotic Disease,P.4,2000.0,152925.8106438011,8295681409.336737,0.00
Zoonotic Disease,P.4,2001.0,435689.91394695186,8295681409.336737,0.01
Zoonotic Disease,P.4,2002.0,490001.32646041905,8295681409.336737,0.01
Zoonotic Disease,P.4,2003.0,2158137.912823566,8295681409.336737,0.03
Zoonotic Disease,P.4,2004.0,2522430.815734429,8295681409.336737,0.03
Zoonotic Disease,P.4,2005.0,2494869.3593957047,8295681409.336737,0.03
Zoonotic Disease,P.4,2006.0,60088698.15477335,8295681409.336737,0.72
Zoonotic Disease,P.4,2007.0,95569771.0835263,8295681409.336737,1.15
Zoonotic Disease,P.4,2008.0,44861993.424414545,8295681409.336737,0.54
Zoonotic Disease,P.4,2009.0,171764125.88631162,8295681409.336737,2.07
Zoonotic Disease,P.4,2010.0,383751296.5519362,8295681409.336737,4.63
Zoonotic Disease,P.4,2011.0,144045149.6326096,8295681409.336737,1.74
Zoonotic Disease,P.4,2012.0,236324194.38108924,8295681409.336737,2.85
Zoonotic Disease,P.4,2013.0,398285403.68321264,8295681409.336737,4.80
Zoonotic Disease,P.4,2014.0,411828125.0495028,8295681409.336737,4.96
Zoonotic Disease,P.4,2015.0,359184779.4756054,8295681409.336737,4.33
Zoonotic Disease,P.4,2016.0,968395450.4624623,8295681409.336737,11.67
Zoonotic Disease,P.4,2017.0,735384280.7497461,8295681409.336737,8.86
Zoonotic Disease,P.4,2018.0,895301812.3372755,8295681409.336737,10.79
Zoonotic Disease,P.4,2019.0,845724655.8504632,8295681409.336737,10.19
Zoonotic Disease,P.4,2020.0,997369525.3957124,8295681409.336737,12.02
Zoonotic Disease,P.4,2021.0,1023045356.6032628,8295681409.336737,12.33
Zoonotic Disease,P.4,2022.0,493529572.6622486,8295681409.336737,5.95
Zoonotic Disease,P.4,2023.0,1472866.5898333334,8295681409.336737,0.02
